name,id_number,phone_number,gender,district
曹坤,21030219460407207X,15081338879,男,Chinese Mainland
郑成,810000197611160111,13395794107,男,Chinese Hong Kong
晋秀华,421182199507212433,13477303410,男,Chinese Mainland
蒋建国,653226198509295038,13175413429,男,Chinese Mainland
刘佳,371501196312218435,14542611689,男,Chinese Mainland
馮美玲,830000197307285116,13860463829,男,Chinese Taiwan
刘楠,532624196006267539,18788330221,男,Chinese Mainland
郑雷,371721194712207505,18145342593,女,Chinese Mainland
张静,810000197904144780,13020896452,女,Chinese Hong Kong
王玉,230127198409225331,13168152698,男,Chinese Mainland
趙龍,830000199505083258,14509401070,男,Chinese Taiwan
周伟,511133197702156647,18065062773,女,Chinese Mainland
林宗翰,830000199507271295,15771199439,男,Chinese Taiwan
李杰,37132419390521363X,13804910219,男,Chinese Mainland
杨丹,820000199408143755,15539563090,男,Chinese Macao
丁静,441402196009301147,15618042567,女,Chinese Mainland
王兰英,43070319360728470X,14528742963,女,Chinese Mainland
何旭,610630194604047890,13173850578,男,Chinese Mainland
袁文,820000196911185967,13125213322,女,Chinese Macao
潘丽丽,620423195304181432,14546288257,男,Chinese Mainland
王峰,445203198906295902,15247933135,女,Chinese Mainland
王秀芳,820000194308127675,13195546358,男,Chinese Macao
尉桂花,620105199106253000,13596342801,女,Chinese Mainland
金娜,441500198104153666,13379556722,女,Chinese Mainland
吴桂兰,820000199906290432,13068628934,男,Chinese Macao
王桂兰,820000197006083471,14788497281,男,Chinese Macao
王依婷,830000194401130627,15370805841,女,Chinese Taiwan
金秀芳,15078319520417362X,13512302118,女,Chinese Mainland
冼颖,420525193411114667,15001544486,女,Chinese Mainland
徐鹏,632723195401017503,18212369865,女,Chinese Mainland
林利,440104200008250098,15695770709,男,Chinese Mainland
田杨,130621193408197247,13559888935,女,Chinese Mainland
崔强,530381194811219062,13528065777,女,Chinese Mainland
周欣,211321200012103010,13789685016,男,Chinese Mainland
陈娟,542625196512266000,18796020401,女,Chinese Mainland
何刚,410501198206259103,18920091479,女,Chinese Mainland
陈利,520526194004016677,13493953596,男,Chinese Mainland
楊彥廷,830000199603304472,14720583142,男,Chinese Taiwan
刘杨,35021119380808378X,15050030067,女,Chinese Mainland
张刚,430900199311096100,18684393842,女,Chinese Mainland
阮平,210900198207040654,13644328964,男,Chinese Mainland
吴英,820000196109304164,18825247926,女,Chinese Macao
徐勇,411222193906198026,15887038350,女,Chinese Mainland
胡凤兰,341321198010137515,14584799830,男,Chinese Mainland
聂荣,620400198904255668,15557455142,女,Chinese Mainland
张瑜,210321195408317416,15565143093,男,Chinese Mainland
陈冬梅,320982195307232481,14574212673,女,Chinese Mainland
艾刚,513324194003182523,13907503839,女,Chinese Mainland
林淑惠,830000194701208844,13282026764,女,Chinese Taiwan
徐芳,469001196305224097,18575897160,男,Chinese Mainland
赵兵,530502196801077800,15289873433,女,Chinese Mainland
杨雪梅,360725197811053747,15844873236,女,Chinese Mainland
唐旭,141001196708217017,15163476080,男,Chinese Mainland
王欣,810000198601283630,18839709620,男,Chinese Hong Kong
熊雅涵,830000195711295720,13062773938,女,Chinese Taiwan
李成,210323193606243714,18129195068,男,Chinese Mainland
董敏,620901200004023793,13702332222,男,Chinese Mainland
李桂兰,820000195511222023,18676609473,女,Chinese Macao
陈玉英,411422199512301287,15256359062,女,Chinese Mainland
张莉,510421197501208754,15260239605,男,Chinese Mainland
陈宁,530624197301062213,13190993811,男,Chinese Mainland
洪涛,341003199011144536,15748861771,男,Chinese Mainland
雍娟,530124196405127454,18184678964,男,Chinese Mainland
刘秀华,330604196404172784,13706262328,女,Chinese Mainland
车丽华,511527197710081037,15836403731,男,Chinese Mainland
杨楠,440601195302148769,13450272275,女,Chinese Mainland
邹兰英,410105195612103526,14566812758,女,Chinese Mainland
时文,430623194612242816,13166020503,男,Chinese Mainland
王桂香,510422199605064949,15012153436,女,Chinese Mainland
张莉,430723196003155113,13326649309,男,Chinese Mainland
王俊,530800197404145513,13533282894,男,Chinese Mainland
潘璐,230803195511034658,18632958603,男,Chinese Mainland
陈凯,52272319511011878X,13516891162,女,Chinese Mainland
何红梅,330824196309101052,15523363030,男,Chinese Mainland
景丽华,230822193610235076,13376893332,男,Chinese Mainland
戴欣,51082319581210267X,15352971330,男,Chinese Mainland
郭羽,83000019490224725X,14507687108,男,Chinese Taiwan
程桂荣,450800195404254163,18150640316,女,Chinese Mainland
金宇,41132419860305865X,15535664278,男,Chinese Mainland
池沖,830000199803255230,15239825190,男,Chinese Taiwan
谭红霞,820000194405229526,13342687398,女,Chinese Macao
陈云,440781195703247319,18557501373,男,Chinese Mainland
黄红霞,411326198503113407,15835045207,女,Chinese Mainland
庄琳,370612197402281452,18926172851,男,Chinese Mainland
李楠,610627199411278013,18299336363,男,Chinese Mainland
邢兵,42070319451130289X,13660799784,男,Chinese Mainland
卢桂荣,621224194908167238,14723183311,男,Chinese Mainland
吴东,81000019680113354X,13771890685,女,Chinese Hong Kong
胡靜宜,830000199407150736,18831598467,男,Chinese Taiwan
颜龙,320507196810170858,13441938065,男,Chinese Mainland
罗平,51070019341122014X,13695333854,女,Chinese Mainland
孙佳,511401196707023342,15718621876,女,Chinese Mainland
易阳,820000195001164847,15844510035,女,Chinese Macao
潘坤,820000196211284841,15767441718,女,Chinese Macao
杨勇,150624200503138689,18842920778,女,Chinese Mainland
許志宏,830000195605039088,13998543921,女,Chinese Taiwan
黄博,360826195706160789,13457726530,女,Chinese Mainland
谢晨,610322200102279810,14556687242,男,Chinese Mainland
马婷,610324200303013130,15693601943,男,Chinese Mainland
刘淑珍,44520319571016558X,14594605818,女,Chinese Mainland
陆洁,810000197505161102,18152409842,女,Chinese Hong Kong
赵浩,510600199003123764,13622963144,女,Chinese Mainland
叶帅,433122198001167295,15651847073,男,Chinese Mainland
杨莉,130522194303300987,15252008866,女,Chinese Mainland
王桂花,411322198002202633,13054814720,男,Chinese Mainland
贾秀华,810000198405107787,15901518490,女,Chinese Hong Kong
仲秀芳,810000195905184216,13148531485,男,Chinese Hong Kong
黄春梅,44182619730401608X,13518174461,女,Chinese Mainland
葛雅萍,830000195112105964,15206535728,女,Chinese Taiwan
毛桂英,451101199802112731,18957774055,男,Chinese Mainland
石倩,820000194107185086,13430027302,女,Chinese Macao
梁宜庭,830000199903125484,14537936783,女,Chinese Taiwan
甘建国,45012419341212125X,15997327109,男,Chinese Mainland
陈丽,621224193612259614,13482227677,男,Chinese Mainland
王桂花,430225193810281871,15383447124,男,Chinese Mainland
羊宇,653100195408070080,13136699606,女,Chinese Mainland
赵云,370500193712157335,18802180157,男,Chinese Mainland
张建华,440222198111295006,13437461019,女,Chinese Mainland
蘇俊賢,830000197006154286,14591470383,女,Chinese Taiwan
胡丽丽,430600199212255755,13288954272,男,Chinese Mainland
刘凯,653223196610042926,13868972101,女,Chinese Mainland
任云,810000195307112589,18804850550,女,Chinese Hong Kong
徐婷,230828195512319978,18547423227,男,Chinese Mainland
杨阳,431221193608290876,15157455777,男,Chinese Mainland
李秀华,330104199005313769,14517350480,女,Chinese Mainland
邵俊,820000199812276664,15533708010,女,Chinese Macao
沈淑玲,830000193510213590,18850896573,男,Chinese Taiwan
戴凯,361022200403127725,15599091529,女,Chinese Mainland
王海燕,810000199207190887,15908532762,女,Chinese Hong Kong
谢璐,330424199207162761,13109829463,女,Chinese Mainland
苏娜,430821196502223283,18270200027,女,Chinese Mainland
王林,14118119470823670X,18044718048,女,Chinese Mainland
谈婷婷,421023195805310636,13770077162,男,Chinese Mainland
林晶,530801196209145237,15246646572,男,Chinese Mainland
秦晶,820000194207217778,13324897982,男,Chinese Macao
翟秀兰,360721198207295116,15279083957,男,Chinese Mainland
安楠,340124198502240364,14509000924,女,Chinese Mainland
杨东,820000196703279184,13649088208,女,Chinese Macao
胡丽丽,230602197409014003,14590001263,女,Chinese Mainland
向秀英,420111199112246034,13616370743,男,Chinese Mainland
吴倩,810000200306196657,18069999267,男,Chinese Hong Kong
邓娜,640502194104181158,18928108369,男,Chinese Mainland
刘林,620524193905216154,13900986721,男,Chinese Mainland
柴建华,420106197907056592,15818635678,男,Chinese Mainland
吳婷婷,830000199403230659,14532644888,男,Chinese Taiwan
周玉英,130121196004274126,13124215652,女,Chinese Mainland
金海燕,820000200307137650,13816753090,男,Chinese Macao
甘想,810000198504212531,14715414663,男,Chinese Hong Kong
温波,220204197007165182,15541192200,女,Chinese Mainland
葛娜,441322198401183172,13920912882,男,Chinese Mainland
鹿雪,620600199902219722,15053736262,女,Chinese Mainland
杨龙,43030419671211599X,18619059716,男,Chinese Mainland
刘桂珍,820000198401026404,14579056963,女,Chinese Macao
余荣,469002197908314690,14583837699,男,Chinese Mainland
刘婷,150205193612299293,15254426354,男,Chinese Mainland
张想,520603198104197355,18817590676,男,Chinese Mainland
高雅琪,830000197809072735,14549696521,男,Chinese Taiwan
孙雷,330000195901187140,13868120716,女,Chinese Mainland
吴冬梅,810000200312042099,13041154458,男,Chinese Hong Kong
王红霞,41032519640320994X,13579255592,女,Chinese Mainland
张丹,331126200006225941,18617473187,女,Chinese Mainland
宋平,350581199612306147,13120428272,女,Chinese Mainland
龙桂芝,350981194907069870,13696188185,男,Chinese Mainland
王玉兰,410421200102035412,13658847945,男,Chinese Mainland
宋洁,630222195512127750,15097086626,男,Chinese Mainland
邓萍,330802199912115956,15998582153,男,Chinese Mainland
胡俊賢,830000198304135942,15284020841,女,Chinese Taiwan
趙怡君,830000195606180980,15697922100,女,Chinese Taiwan
林健,360829199311041643,18763992981,女,Chinese Mainland
余桂花,522622194607167812,13484708315,男,Chinese Mainland
苏畅,440205195605263485,18109003063,女,Chinese Mainland
谢伟,530821197412180898,18872298991,男,Chinese Mainland
張佳樺,830000193612131019,14583814498,男,Chinese Taiwan
萧晨,140823198906140946,18108194287,女,Chinese Mainland
范洋,511302195203085300,15638583017,女,Chinese Mainland
高龙,140601199601084205,15211910345,女,Chinese Mainland
谷宁,511123195512098413,13110077723,男,Chinese Mainland
杨军,53032819581030505X,18162157333,男,Chinese Mainland
周敏,441423195804121134,13344260377,男,Chinese Mainland
黄颖,522700199310062964,18745705927,女,Chinese Mainland
彭丹丹,360722196307188681,13553139602,女,Chinese Mainland
孟桂花,360302196204157930,13822824214,男,Chinese Mainland
刘坤,441402194609162276,14526671906,男,Chinese Mainland
赖冬梅,21042219680112043X,13812101222,男,Chinese Mainland
张桂花,810000194711265902,18155746974,女,Chinese Hong Kong
鄒鈺婷,830000194503153790,13222557508,男,Chinese Taiwan
李宇,810000196104074724,13371072611,女,Chinese Hong Kong
金宇軒,830000198502218634,13183791696,男,Chinese Taiwan
徐林,13082619880120527X,15559882758,男,Chinese Mainland
邱龙,211221198311195220,14523089632,女,Chinese Mainland
邓岩,330100199506026981,14514730285,女,Chinese Mainland
刘秀芳,441302194508012601,13058249846,女,Chinese Mainland
李龙,130922197501194279,15179298324,男,Chinese Mainland
罗雪,440111197404166145,15013908194,女,Chinese Mainland
刘平,450902198607205216,18599636940,男,Chinese Mainland
彭丹,469005196307240117,15798235767,男,Chinese Mainland
李建军,610923198904280820,18712419796,女,Chinese Mainland
石淑英,441823197812202752,13849861982,男,Chinese Mainland
譚傑克,830000193510178780,18516955972,女,Chinese Taiwan
石坤,810000199203232939,13922635978,男,Chinese Hong Kong
姚丽丽,530328199909054586,13398068608,女,Chinese Mainland
李小红,820000194411303630,13701950147,男,Chinese Macao
石丹,532523196508187123,13025057995,女,Chinese Mainland
任璐,140621197512200629,15536230677,女,Chinese Mainland
王亮,371625199012301165,18701666769,女,Chinese Mainland
王阳,41108219481107889X,13025193072,男,Chinese Mainland
黄娜,52052719520630570X,18071697015,女,Chinese Mainland
刘淑兰,420101200501268109,18138235386,女,Chinese Mainland
沈红霞,14078120030528896X,13815127357,女,Chinese Mainland
林刚,522624194702240830,15908207666,男,Chinese Mainland
张建平,632522194102215225,15347958346,女,Chinese Mainland
杨鑫,320312196212142494,15648838282,男,Chinese Mainland
罗波,810000195911164713,13177571342,男,Chinese Hong Kong
袁建宏,830000198405095337,13020842383,男,Chinese Taiwan
马瑜,510781195501163684,13512364996,女,Chinese Mainland
苏婷,210106195003100732,15063484345,男,Chinese Mainland
王佳樺,830000199706248522,15996322071,女,Chinese Taiwan
王玉英,542625194204179141,13665419591,女,Chinese Mainland
屈桂珍,621000193711176492,18722709959,男,Chinese Mainland
麦英,810000193907103898,13952732362,男,Chinese Hong Kong
史龙,621222193708178189,13969777630,女,Chinese Mainland
黃佳慧,830000199205140601,18741151379,女,Chinese Taiwan
赵俊,820000197402170972,15997286650,男,Chinese Macao
李凯,360600198706285783,18702728605,女,Chinese Mainland
張沖,830000198903279403,13759198623,女,Chinese Taiwan
錢雅萍,830000199208308959,18012569076,男,Chinese Taiwan
陶利,210204199911141848,18084780318,女,Chinese Mainland
叶雷,410503197905071538,13644352555,男,Chinese Mainland
刘帅,411321198203116911,15639832944,男,Chinese Mainland
徐丹丹,621021197208151669,13697122629,女,Chinese Mainland
曹利,530625200008252473,14572294786,男,Chinese Mainland
陈志强,810000199702130267,13008152174,女,Chinese Hong Kong
张伟,370501199002265554,13510213671,男,Chinese Mainland
王兵,820000199710309832,15284433934,男,Chinese Macao
徐辉,820000195309144260,15566200530,女,Chinese Macao
何建,820000196201230698,13327426103,男,Chinese Macao
吕阳,820000199302119132,13037140721,男,Chinese Macao
朱丹丹,654027194401082266,18939746686,女,Chinese Mainland
刘娟,330282197707137320,15543244235,女,Chinese Mainland
萧洁,652701193806059775,13620416792,男,Chinese Mainland
廖静,820000195509144417,14785033313,男,Chinese Macao
汪丹丹,513432197705168805,13411262958,女,Chinese Mainland
左华,654324200406085920,15279357315,女,Chinese Mainland
任杰,371422200409269568,13212940429,女,Chinese Mainland
张利,820000198207201176,18105824064,男,Chinese Macao
郭军,320113197007261232,18626497240,男,Chinese Mainland
晁慧,500229194304094588,13090303410,女,Chinese Mainland
李秀芳,810000193909241039,13836374942,男,Chinese Hong Kong
李畅,23030419720120957X,15204668109,男,Chinese Mainland
何华,522601199311234511,18562435916,男,Chinese Mainland
谢静,820000195406025028,15210560863,女,Chinese Macao
金东,310000199808147384,18226774411,女,Chinese Mainland
彭秀华,620300197712240170,18739563471,男,Chinese Mainland
鲍鹏,810000199803187449,15039638801,女,Chinese Hong Kong
刘帅,820000197510058988,15365430194,女,Chinese Macao
陳詩涵,830000199406089347,15237867682,女,Chinese Taiwan
洪建平,350212195902235917,15894836463,男,Chinese Mainland
兰芳,810000194205180703,18628122982,女,Chinese Hong Kong
李雪梅,230300196608250857,15922966388,男,Chinese Mainland
冯志强,431200197402287766,13656972017,女,Chinese Mainland
刘淑英,820000199011098618,13055341396,男,Chinese Macao
王鑫,230109198103023830,13716727081,男,Chinese Mainland
吕岩,371325193810057570,15226861446,男,Chinese Mainland
張靜怡,830000196501144670,13873005521,男,Chinese Taiwan
邵龙,810000200005051550,15878222880,男,Chinese Hong Kong
吕超,370100197901218295,15869639956,男,Chinese Mainland
艾军,210422195405249237,18660719909,男,Chinese Mainland
林丽娟,460204200201180385,18128300464,女,Chinese Mainland
崔建平,420900200207191275,15583015533,男,Chinese Mainland
张秀梅,810000195308311109,13352541046,女,Chinese Hong Kong
袁琳,150703196008269256,15393597872,男,Chinese Mainland
敖颖,450224198301252917,15983223266,男,Chinese Mainland
明金凤,210905196101306293,13077503502,男,Chinese Mainland
刘欣,820000196812092909,13966735185,女,Chinese Macao
张雪,150122197405025109,14784288707,女,Chinese Mainland
杨峰,540227194803305559,15300641467,男,Chinese Mainland
吴波,522702194807011505,18779369464,女,Chinese Mainland
严建国,810000199508310088,13907495857,女,Chinese Hong Kong
孙敏,532524198106174413,13089623439,男,Chinese Mainland
石红梅,330421199403028923,15515176230,女,Chinese Mainland
倪建军,654226193408132086,13950763959,女,Chinese Mainland
信秀华,820000194212016938,15630465867,男,Chinese Macao
刘萍,62062219400727590X,13582010578,女,Chinese Mainland
黃雅婷,830000194511300121,15735092442,女,Chinese Taiwan
張宜君,830000200001268078,18656342549,男,Chinese Taiwan
孙淑华,210212198505289017,13217706437,男,Chinese Mainland
谷欣怡,830000193702088528,13112355390,女,Chinese Taiwan
蒲秀珍,220605199612238375,15989929996,男,Chinese Mainland
黎海燕,632726196512065173,18731111612,男,Chinese Mainland
谭华,41070319390122013X,15663132618,男,Chinese Mainland
陆玉,500103199510123662,15752334539,女,Chinese Mainland
冯娟,41010619830720630X,18763059797,女,Chinese Mainland
朱彬,211204195607163279,18761186276,男,Chinese Mainland
夏伟,22058219730128687X,13886132411,男,Chinese Mainland
吴刚,50011219870319985X,15624643001,男,Chinese Mainland
钟晶,810000197601098879,14531844723,男,Chinese Hong Kong
陈颖,542121197201216665,18023280827,女,Chinese Mainland
丁丽丽,511126199310048984,18618985939,女,Chinese Mainland
王建国,421321197203108230,15914162672,男,Chinese Mainland
黎建平,230230200302242370,13542147512,男,Chinese Mainland
钱兰英,430800198602230824,13893647412,女,Chinese Mainland
樊畅,410782196110162040,13789967008,女,Chinese Mainland
趙靜怡,830000196703275732,15941936538,男,Chinese Taiwan
孙艳,320600195303216301,13657536145,女,Chinese Mainland
袁浩,820000194703204212,15372620538,男,Chinese Macao
狄秀云,540236196410284174,13282876606,男,Chinese Mainland
彭萍,42011119891005805X,18820437300,男,Chinese Mainland
李芳,433126193512012589,13257609555,女,Chinese Mainland
戴桂花,511325198505179052,15106476751,男,Chinese Mainland
陈建平,621121193507076045,13718111208,女,Chinese Mainland
张超,440507200007050159,18740574040,男,Chinese Mainland
黄倩,650102200508127826,18135874292,女,Chinese Mainland
陶燕,810000196009056341,13573558822,女,Chinese Hong Kong
王博,33110219610911390X,14581637188,女,Chinese Mainland
程飞,230601195307120176,13271612885,男,Chinese Mainland
董桂芳,510303195212138844,15016667247,女,Chinese Mainland
孙倩,22000019541206745X,14578507375,男,Chinese Mainland
鲁璐,420116200105291387,13610917107,女,Chinese Mainland
张兵,530425193603248061,13970181209,女,Chinese Mainland
徐志强,360732194610275618,15262416240,男,Chinese Mainland
邓小红,820000199001053395,18996250813,男,Chinese Macao
吴荣,810000197510314492,14591938432,男,Chinese Hong Kong
劉宇軒,830000197303085141,13361242296,女,Chinese Taiwan
李秀芳,450401195101224375,18114065336,男,Chinese Mainland
李秀兰,410728200109180795,15704026431,男,Chinese Mainland
王佳,820000199911285072,13843123529,男,Chinese Macao
吴明,321183198107022620,15284594513,女,Chinese Mainland
汪玉,441825195810054083,15764918691,女,Chinese Mainland
李莹,610112195711125107,14566647093,女,Chinese Mainland
刘辉,810000194006171978,18672638834,男,Chinese Hong Kong
邓艳,370602194402083548,15764286967,女,Chinese Mainland
孔詩涵,830000200106070340,18750675869,女,Chinese Taiwan
姚坤,411082195708087936,18913249604,男,Chinese Mainland
孙淑华,460205194706189340,18672119323,女,Chinese Mainland
廖丽娟,81000019780203402X,14563958506,女,Chinese Hong Kong
金玉,350721200505249044,13710076820,女,Chinese Mainland
郑瑞,510303199907268133,13664170329,男,Chinese Mainland
楼雷,820000196210156899,13606594740,男,Chinese Macao
傅桂英,430811195611136640,18980747263,女,Chinese Mainland
栾旭,810000200603168417,15809847585,男,Chinese Hong Kong
廖浩,820000195003223273,13223573955,男,Chinese Macao
陈颖,220113195404306016,15074388195,男,Chinese Mainland
熊梅,410601198912034716,18055988265,男,Chinese Mainland
王家銘,830000193901037926,13272703516,女,Chinese Taiwan
袁波,445203194409154262,18753362578,女,Chinese Mainland
宋博,130521199009266788,13487370069,女,Chinese Mainland
张涛,81000019730405006X,13722839028,女,Chinese Hong Kong
焦凤英,440115198109064170,13841563882,男,Chinese Mainland
王秀梅,652300199409066604,13088007915,女,Chinese Mainland
朱丽丽,421122199604158444,15918081271,女,Chinese Mainland
严辉,810000200205106704,14574577097,女,Chinese Hong Kong
许平,450204193510162565,18826786159,女,Chinese Mainland
郑秀珍,310100194510129813,18250896049,男,Chinese Mainland
傅雪梅,81000019841222456X,14773539485,女,Chinese Hong Kong
丁勇,222402194308308040,15389765029,女,Chinese Mainland
郭俊,820000197106165765,18755046971,女,Chinese Macao
陆桂花,81000019620430040X,15387283788,女,Chinese Hong Kong
田兵,410928200010100119,18599488029,男,Chinese Mainland
林浩,210301199012221306,13828609161,女,Chinese Mainland
刘想,652923194708301664,18125958956,女,Chinese Mainland
黄宁,450108199510179858,18594317516,男,Chinese Mainland
吴小红,140922194610225191,13694546579,男,Chinese Mainland
王瑜,652929195212264639,18831878711,男,Chinese Mainland
马俊,623021197710038241,18140964615,女,Chinese Mainland
刘秀珍,810000196201057942,15087966820,女,Chinese Hong Kong
董玉梅,110000194209045028,15897398494,女,Chinese Mainland
胡红梅,820000196610109493,18213234271,男,Chinese Macao
夏桂兰,231282195612201228,13089487059,女,Chinese Mainland
劉惠雯,830000200206148926,13443844339,女,Chinese Taiwan
王佩君,830000193505304076,13295296619,男,Chinese Taiwan
龙莹,140428200205278010,15329883556,男,Chinese Mainland
朱颖,130424194101138990,15756115400,男,Chinese Mainland
曾英,360203195305221299,15959230421,男,Chinese Mainland
孙博,360104197305029379,15538755446,男,Chinese Mainland
芦楠,61063219650718553X,15193491685,男,Chinese Mainland
李建华,500233198106158678,13022691177,男,Chinese Mainland
劉婷婷,830000197805039364,18073419157,女,Chinese Taiwan
黄玉兰,330483200207102369,14724219028,女,Chinese Mainland
黄丽,420505197107054439,18052691915,男,Chinese Mainland
罗莉,41152819700506498X,15733861740,女,Chinese Mainland
温建平,370404197212062784,13229278999,女,Chinese Mainland
杨东,410402199512304043,14564453861,女,Chinese Mainland
孙秀梅,420600193803160329,13452738388,女,Chinese Mainland
黄颖,654323200308185753,15336097180,男,Chinese Mainland
黄晨,411526196701143692,15066120603,男,Chinese Mainland
蔡想,513227193506229783,15632879106,女,Chinese Mainland
李婷婷,44090120000811084X,18021628868,女,Chinese Mainland
杨建国,500109194504069511,18585563910,男,Chinese Mainland
李淑兰,81000019460405435X,14721732945,男,Chinese Hong Kong
徐柳,130828198908248707,15078266709,女,Chinese Mainland
李峰,540226194901030265,18116911913,女,Chinese Mainland
邱燕,421182198007201848,15870474847,女,Chinese Mainland
张成,610929198904127891,15128768020,男,Chinese Mainland
张丽,532622199003139946,18838594618,女,Chinese Mainland
董刚,22088119870102315X,13279075073,男,Chinese Mainland
陈梅,430781197510161735,18620688784,男,Chinese Mainland
张博,810000199506030429,13878096477,女,Chinese Hong Kong
王桂英,820000193511171589,13961539817,女,Chinese Macao
鲍婷,340522198009183975,14573758238,男,Chinese Mainland
林婷,820000197908038987,13019819855,女,Chinese Macao
劉雅雯,830000197412125691,15215673024,男,Chinese Taiwan
梁成,653121200305254384,15135521396,女,Chinese Mainland
吴宇,431128199904184169,18591934222,女,Chinese Mainland
周志强,371002197808244235,15221382096,男,Chinese Mainland
杨峰,210100196410167084,15118436879,女,Chinese Mainland
薛英,130000194409105885,15293709656,女,Chinese Mainland
周桂花,621122199707230143,13904985464,女,Chinese Mainland
刘玲,230102199403126161,18217758890,女,Chinese Mainland
冯红,230621195201224204,18776277865,女,Chinese Mainland
张红霞,620503194907201485,14715009032,女,Chinese Mainland
段成,610424194210033033,15757168121,男,Chinese Mainland
滕强,810000196004030687,18034721484,女,Chinese Hong Kong
罗丹丹,652100199904131265,13842723853,女,Chinese Mainland
宋成,82000020051022387X,14521808777,男,Chinese Macao
曾莉,820000196110286071,18878857907,男,Chinese Macao
丁惠雯,830000200507318765,13230961457,女,Chinese Taiwan
陳雅涵,830000200408277646,13447861079,女,Chinese Taiwan
谢莹,429000199212147125,18531318142,女,Chinese Mainland
庄玉英,450224199311049474,15197033447,男,Chinese Mainland
邱斌,440403195710074924,13788897733,女,Chinese Mainland
易莉,610327199609212654,15926439140,男,Chinese Mainland
王雪,420822195704062270,13888395117,男,Chinese Mainland
郭海燕,320623198112130300,18552858262,女,Chinese Mainland
房成,45138119590701063X,15195639389,男,Chinese Mainland
曾莉,130727194607028591,18015426623,男,Chinese Mainland
李静,520527193804177796,18949537843,男,Chinese Mainland
洪桂英,420600194509294101,15045889708,女,Chinese Mainland
马桂英,321002194212039246,13912488491,女,Chinese Mainland
赵桂花,230103198802207948,15779642983,女,Chinese Mainland
王莉,810000196909233630,15328699209,男,Chinese Hong Kong
茅帆,41018319670506067X,15013156468,男,Chinese Mainland
张建平,130633193411304635,15612465260,男,Chinese Mainland
黄健,220421200211022957,13521527808,男,Chinese Mainland
施艳,360727194008073422,18910608081,女,Chinese Mainland
陈云,370613195811032892,18027889181,男,Chinese Mainland
吴娜,340621193905048292,13744336977,男,Chinese Mainland
苏倩,430300195204257633,15906462052,男,Chinese Mainland
林璐,440507194212156667,18547027760,女,Chinese Mainland
張心怡,830000197902180781,13166375807,女,Chinese Taiwan
陈建国,131024197708034170,18576197607,男,Chinese Mainland
贾淑珍,820000193705116537,13194051146,男,Chinese Macao
王鑫,511401199706105200,18845517909,女,Chinese Mainland
黄辉,430682194308301658,13012345174,男,Chinese Mainland
赵欣,81000019520124361X,18272421702,男,Chinese Hong Kong
姜超,53290019880826473X,15749619336,男,Chinese Mainland
李雅琪,830000197406238219,13229380327,男,Chinese Taiwan
孙龙,610201196507146841,13278220959,女,Chinese Mainland
林莉,820000194904070089,13748970537,女,Chinese Macao
李伟,331125194704066525,13362433018,女,Chinese Mainland
顾帅,610527199010120252,13004313819,男,Chinese Mainland
张涛,530502194804175423,15582607396,女,Chinese Mainland
尚桂珍,410381198403092702,13843143134,女,Chinese Mainland
高建,370202195809095754,13272896675,男,Chinese Mainland
陈娟,610300194611148222,13065554937,女,Chinese Mainland
楊詩婷,830000200504196045,13357369962,女,Chinese Taiwan
郭云,230702193605169042,13076787699,女,Chinese Mainland
蒋秀芳,820000193506291682,18591828166,女,Chinese Macao
吉红,610428194309052942,18148655869,女,Chinese Mainland
郭玉梅,440904197404063605,15523678119,女,Chinese Mainland
曹丹丹,540221197205281425,15113007069,女,Chinese Mainland
李勇,810000199410246567,13761533861,女,Chinese Hong Kong
廖鹏,623024197612196907,15332292509,女,Chinese Mainland
陈兰英,341524195210066324,14523540996,女,Chinese Mainland
康雅芳,830000198411257590,13285176679,男,Chinese Taiwan
陈伟,500151199311114609,14768684245,女,Chinese Mainland
卢琴,820000200502100319,14783454912,男,Chinese Macao
袁林,820000197304237678,18219684839,男,Chinese Macao
王桂花,130626198801132962,18817911372,女,Chinese Mainland
王丽丽,810000199801281896,15354331842,男,Chinese Hong Kong
贾帅,820000193902177929,18575022111,女,Chinese Macao
袁晨,81000019771222257X,18067242326,男,Chinese Hong Kong
李兵,210311195910166606,15756063093,女,Chinese Mainland
鄧冠宇,830000195011147700,14547066254,女,Chinese Taiwan
蔡桂荣,810000199802120314,14592250700,男,Chinese Hong Kong
王丹丹,820000197311109084,13230031305,女,Chinese Macao
郑杰,810000197603253203,13442654247,女,Chinese Hong Kong
刘浩,361125193901206380,18926986142,女,Chinese Mainland
刘玉梅,520627194406185168,13003926727,女,Chinese Mainland
刘瑞,110114200207019768,15135062413,女,Chinese Mainland
刘斌,140603195309109684,15632781803,女,Chinese Mainland
冯亮,610125196206076101,13317095530,女,Chinese Mainland
陈荣,13010419610502711X,14502610418,男,Chinese Mainland
薛磊,320405198710049162,15709331811,女,Chinese Mainland
盛淑英,320582194707185446,15569156973,女,Chinese Mainland
赵飞,810000199604049860,18248275496,女,Chinese Hong Kong
李宁,810000197102217503,13272284892,女,Chinese Hong Kong
李建,130401198312218687,15515957422,女,Chinese Mainland
潘玉华,410411199507254658,18249831158,男,Chinese Mainland
陶詩婷,830000196402268715,13336431709,男,Chinese Taiwan
许静,510107199209241632,13784734375,男,Chinese Mainland
张红梅,450721194307018961,18134401471,女,Chinese Mainland
何丽丽,820000194911218125,13553520137,女,Chinese Macao
